,Hazardous
2997,1
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,0
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,1
3017,0
3018,0
3019,0
3020,1
3021,0
3022,1
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,1
3030,0
3031,0
3032,0
3033,1
3034,0
3035,0
3036,1
3037,1
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,1
3053,0
3054,0
3055,0
3056,0
3057,1
3058,0
3059,0
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,1
3079,0
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,1
3094,0
3095,0
3096,0
3097,0
3098,1
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,0
3107,0
3108,0
3109,0
3110,0
3111,0
3112,1
3113,0
3114,0
3115,0
3116,0
3117,1
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,0
3131,0
3132,0
3133,0
3134,0
3135,1
3136,0
3137,0
3138,0
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,1
3146,0
3147,0
3148,0
3149,0
3150,0
3151,0
3152,0
3153,0
3154,0
3155,0
3156,0
3157,0
3158,0
3159,1
3160,1
3161,0
3162,0
3163,0
3164,0
3165,0
3166,1
3167,0
3168,1
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,1
3176,0
3177,0
3178,0
3179,0
3180,0
3181,0
3182,0
3183,0
3184,0
3185,0
3186,0
3187,1
3188,1
3189,1
3190,0
3191,0
3192,1
3193,1
3194,0
3195,1
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,1
3206,0
3207,0
3208,0
3209,0
3210,1
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,0
3223,0
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,0
3231,1
3232,0
3233,0
3234,0
3235,1
3236,1
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,1
3244,0
3245,0
3246,0
3247,0
3248,1
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,1
3270,0
3271,0
3272,0
3273,1
3274,0
3275,0
3276,0
3277,0
3278,0
3279,1
3280,0
3281,0
3282,0
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,0
3294,0
3295,0
3296,0
3297,0
3298,1
3299,0
3300,0
3301,0
3302,0
3303,0
3304,0
3305,0
3306,0
3307,1
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,0
3326,0
3327,0
3328,0
3329,0
3330,1
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,1
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,0
3346,0
3347,0
3348,0
3349,0
3350,0
3351,0
3352,0
3353,0
3354,0
3355,0
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0
3367,0
3368,1
3369,0
3370,0
3371,0
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3379,0
3380,0
3381,0
3382,0
3383,0
3384,1
3385,0
3386,0
3387,1
3388,0
3389,0
3390,0
3391,1
3392,0
3393,0
3394,0
3395,1
3396,0
3397,1
3398,1
3399,0
3400,0
3401,0
3402,1
3403,1
3404,1
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,1
3414,0
3415,0
3416,1
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3427,0
3428,0
3429,1
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,1
3439,0
3440,0
3441,0
3442,0
3443,0
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,1
3464,0
3465,0
3466,0
3467,0
3468,0
3469,0
3470,0
3471,0
3472,0
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,1
3481,0
3482,0
3483,0
3484,0
3485,1
3486,0
3487,0
3488,0
3489,0
3490,0
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,1
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,1
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,1
3527,1
3528,0
3529,1
3530,0
3531,0
3532,0
3533,1
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,1
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,1
3555,0
3556,0
3557,0
3558,0
3559,1
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,0
3570,1
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,1
3583,0
3584,0
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,1
3596,0
3597,0
3598,1
3599,1
3600,1
3601,0
3602,0
3603,1
3604,0
3605,0
3606,1
3607,0
3608,0
3609,1
3610,1
3611,0
3612,0
3613,0
3614,0
3615,1
3616,0
3617,1
3618,0
3619,1
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,1
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,0
3638,1
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,1
3646,0
3647,0
3648,0
3649,1
3650,0
3651,0
3652,0
3653,0
3654,1
3655,0
3656,0
3657,0
3658,0
3659,1
3660,0
3661,0
3662,0
3663,0
3664,0
3665,1
3666,0
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,1
3683,0
3684,0
3685,1
3686,0
3687,0
3688,0
3689,0
3690,0
3691,0
3692,0
3693,1
3694,0
3695,0
3696,0
3697,0
3698,0
3699,1
3700,0
3701,1
3702,1
3703,0
3704,1
3705,0
3706,0
3707,0
3708,0
3709,0
3710,0
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,1
3720,0
3721,0
3722,0
3723,0
3724,0
3725,1
3726,0
3727,0
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,1
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,1
3777,0
3778,0
3779,1
3780,0
3781,0
3782,1
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,1
3800,1
3801,0
3802,0
3803,0
3804,1
3805,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,1
3814,1
3815,0
3816,0
3817,1
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,1
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,1
3833,1
3834,1
3835,0
3836,0
3837,1
3838,0
3839,0
3840,1
3841,0
3842,0
3843,0
3844,0
3845,1
3846,1
3847,0
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,1
3860,0
3861,1
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,1
3879,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,1
3900,0
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,1
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,1
3917,0
3918,0
3919,0
3920,0
3921,1
3922,0
3923,0
3924,0
3925,1
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,1
3933,0
3934,0
3935,1
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,0
3945,0
3946,1
3947,0
3948,0
3949,0
3950,0
3951,1
3952,0
3953,1
3954,0
3955,0
3956,0
3957,1
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0
3967,1
3968,0
3969,0
3970,0
3971,0
3972,0
3973,0
3974,0
3975,0
3976,0
3977,0
3978,0
3979,0
3980,0
3981,0
3982,0
3983,0
3984,1
3985,0
3986,1
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,1
4013,0
4014,1
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,0
4022,0
4023,0
4024,1
4025,0
4026,0
4027,0
4028,1
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,0
4040,0
4041,0
4042,0
4043,1
4044,0
4045,0
4046,0
4047,0
4048,0
4049,0
4050,0
4051,0
4052,0
4053,0
4054,0
4055,1
4056,0
4057,0
4058,0
4059,1
4060,0
4061,0
4062,0
4063,0
4064,0
4065,0
4066,0
4067,0
4068,0
4069,1
4070,0
4071,0
4072,1
4073,0
4074,1
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,1
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4090,0
4091,1
4092,0
4093,0
4094,0
4095,1
4096,0
4097,0
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,1
4107,1
4108,0
4109,0
4110,0
4111,1
4112,0
4113,0
4114,0
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,0
4124,0
4125,0
4126,0
4127,0
4128,0
4129,0
4130,1
4131,0
4132,1
4133,0
4134,0
4135,0
4136,0
4137,0
4138,0
4139,0
4140,0
4141,0
4142,1
4143,1
4144,0
4145,0
4146,1
4147,0
4148,0
4149,0
4150,0
4151,1
4152,0
4153,0
4154,0
4155,1
4156,0
4157,0
4158,1
4159,0
4160,0
4161,1
4162,0
4163,0
4164,0
4165,0
4166,0
4167,0
4168,0
4169,0
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,0
4189,0
4190,0
4191,0
4192,0
4193,0
4194,1
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,1
4202,0
4203,0
4204,0
4205,0
4206,0
4207,0
4208,0
4209,0
4210,0
4211,0
4212,1
4213,1
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,1
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,0
4240,0
4241,0
4242,0
4243,0
4244,1
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,1
4253,1
4254,0
4255,0
4256,0
4257,0
4258,0
4259,0
4260,1
4261,1
4262,0
4263,1
4264,0
4265,0
4266,0
4267,0
4268,0
4269,1
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,0
4283,0
4284,0
4285,0
4286,1
4287,0
4288,0
4289,1
4290,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,0
4304,0
4305,1
4306,0
4307,1
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0
4316,0
4317,0
4318,1
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,1
4327,0
4328,0
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0
4341,0
4342,1
4343,0
4344,1
4345,0
4346,0
4347,0
4348,1
4349,0
4350,0
4351,0
4352,0
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,0
4376,0
4377,1
4378,0
4379,0
4380,0
4381,0
4382,0
4383,0
4384,1
4385,1
4386,0
4387,0
4388,0
4389,0
4390,0
4391,1
4392,0
4393,0
4394,0
4395,1
4396,0
4397,0
4398,0
4399,0
4400,1
4401,0
4402,0
4403,0
4404,0
4405,0
4406,0
4407,0
4408,0
4409,0
4410,0
4411,1
4412,0
4413,0
4414,0
4415,1
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,1
4425,0
4426,0
4427,0
4428,1
4429,0
4430,0
4431,1
4432,0
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,1
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,0
4448,0
4449,0
4450,0
4451,0
4452,1
4453,0
4454,0
4455,0
4456,0
4457,1
4458,1
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,1
4470,0
4471,0
4472,0
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,1
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,1
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,1
4522,1
4523,1
4524,1
4525,0
4526,0
4527,1
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,1
4535,1
4536,0
4537,0
4538,1
4539,0
4540,1
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,0
4553,0
4554,0
4555,0
4556,0
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,1
4564,0
4565,0
4566,1
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,1
4574,0
4575,0
4576,0
4577,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,1
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,1
4601,0
4602,0
4603,1
4604,0
4605,0
4606,0
4607,0
4608,0
4609,1
4610,0
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,0
4619,0
4620,0
4621,0
4622,0
4623,1
4624,0
4625,0
4626,0
4627,0
4628,0
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,1
4641,1
4642,0
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0
4662,1
4663,1
4664,0
4665,1
4666,0
4667,0
4668,1
4669,0
4670,0
4671,0
4672,0
4673,0
4674,1
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
